"aca.fav","state","race","income","sex","sex.race","age","education","month","year","polling.org"
1,"CA","Hispanic","$75,000+","Female","Female.Hispanic","30-44","postgraduate","August","2012","Kaiser"
1,"GA","White","$75,000+","Male","Male.White","45-64","postgraduate","August","2012","Kaiser"
0,"MO","White","less than $20,000","Female","Female.White","30-44","high school graduate","August","2012","Kaiser"
1,"WA","Other","$40,000-$75,000","Female","Female.Other","18-29","high school graduate","August","2012","Kaiser"
0,"NV","White","$20,000-$40,000","Male","Male.White","18-29","some college","August","2012","Kaiser"
0,"UT","White","$75,000+","Female","Female.White","30-44","some college","August","2012","Kaiser"
0,"CA","White","$20,000-$40,000","Male","Male.White","18-29","some college","August","2012","Kaiser"
1,"LA","Black","less than $20,000","Female","Female.Black","65+","high school graduate","August","2012","Kaiser"
0,"HI","White","$75,000+","Male","Male.White","45-64","some college","August","2012","Kaiser"
0,"ID","White","$75,000+","Male","Male.White","45-64","college graduate","August","2012","Kaiser"
0,"MT","White","$20,000-$40,000","Female","Female.White","18-29","some college","August","2012","Kaiser"
0,"OH","White","$40,000-$75,000","Female","Female.White","18-29","some college","August","2012","Kaiser"
1,"GA","White","$20,000-$40,000","Female","Female.White","30-44","high school graduate","August","2012","Kaiser"
0,"TX","Other","$40,000-$75,000","Male","Male.Other","30-44","college graduate","August","2012","Kaiser"
0,"NV","White","$75,000+","Male","Male.White","30-44","some college","August","2012","Kaiser"
0,"MS","White","$40,000-$75,000","Female","Female.White","45-64","college graduate","August","2012","Kaiser"
0,"IL","White","$20,000-$40,000","Male","Male.White","45-64","college graduate","August","2012","Kaiser"
1,"TX","Black","$75,000+","Male","Male.Black","45-64","postgraduate","August","2012","Kaiser"
1,"FL","White","$40,000-$75,000","Male","Male.White","18-29","college graduate","August","2012","Kaiser"
0,"CO","Other","less than $20,000","Male","Male.Other","45-64","postgraduate","August","2012","Kaiser"
0,"FL","White","$40,000-$75,000","Male","Male.White","45-64","college graduate","August","2012","Kaiser"
1,"TX","White","$75,000+","Female","Female.White","45-64","college graduate","August","2012","Kaiser"
0,"MD","White","$75,000+","Male","Male.White","45-64","college graduate","August","2012","Kaiser"
1,"WI","Black","$20,000-$40,000","Male","Male.Black","18-29","some college","August","2012","Kaiser"
0,"UT","White","$40,000-$75,000","Male","Male.White","45-64","college graduate","August","2012","Kaiser"
0,"NY","Hispanic","less than $20,000","Male","Male.Hispanic","18-29","some college","August","2012","Kaiser"
1,"LA","White","$20,000-$40,000","Male","Male.White","18-29","college graduate","August","2012","Kaiser"
1,"CA","White","$20,000-$40,000","Female","Female.White","18-29","some college","August","2012","Kaiser"
1,"CA","Other","$75,000+","Male","Male.Other","45-64","college graduate","August","2012","Kaiser"
0,"VA","White","$40,000-$75,000","Male","Male.White","18-29","college graduate","August","2012","Kaiser"
1,"CA","Hispanic","$75,000+","Male","Male.Hispanic","45-64","college graduate","August","2012","Kaiser"
1,"CO","White","$40,000-$75,000","Male","Male.White","30-44","college graduate","August","2012","Kaiser"
0,"UT","White","$20,000-$40,000","Female","Female.White","30-44","some college","August","2012","Kaiser"
0,"IL","White","$20,000-$40,000","Female","Female.White","30-44","some college","August","2012","Kaiser"
0,"WI","White","$75,000+","Male","Male.White","45-64","college graduate","August","2012","Kaiser"
0,"TN","White","$75,000+","Female","Female.White","45-64","college graduate","August","2012","Kaiser"
1,"TX","Hispanic","$20,000-$40,000","Male","Male.Hispanic","18-29","high school graduate","August","2012","Kaiser"
1,"IL","Hispanic","$40,000-$75,000","Male","Male.Hispanic","30-44","high school graduate","August","2012","Kaiser"
1,"CA","White","$75,000+","Female","Female.White","45-64","postgraduate","August","2012","Kaiser"
0,"TX","White","$40,000-$75,000","Male","Male.White","30-44","high school graduate","August","2012","Kaiser"
0,"MO","White","$75,000+","Female","Female.White","18-29","postgraduate","August","2012","Kaiser"
0,"AZ","Hispanic","$20,000-$40,000","Female","Female.Hispanic","30-44","some college","August","2012","Kaiser"
1,"CA","White","$75,000+","Male","Male.White","30-44","college graduate","August","2012","Kaiser"
1,"WA","White","$20,000-$40,000","Male","Male.White","65+","high school graduate","August","2012","Kaiser"
1,"WA","Black","less than $20,000","Female","Female.Black","65+","some college","August","2012","Kaiser"
1,"NJ","White","less than $20,000","Female","Female.White","65+","less than a high school education","August","2012","Kaiser"
0,"NC","White","$40,000-$75,000","Male","Male.White","65+","some college","August","2012","Kaiser"
0,"IN","White","$20,000-$40,000","Female","Female.White","30-44","high school graduate","August","2012","Kaiser"
1,"MD","Black","less than $20,000","Female","Female.Black","65+","college graduate","August","2012","Kaiser"
1,"GA","White","$20,000-$40,000","Female","Female.White","65+","high school graduate","August","2012","Kaiser"
1,"NC","White","$40,000-$75,000","Male","Male.White","65+","high school graduate","August","2012","Kaiser"
1,"DC","Black","less than $20,000","Male","Male.Black","45-64","less than a high school education","August","2012","Kaiser"
0,"FL","White","$40,000-$75,000","Male","Male.White","45-64","college graduate","August","2012","Kaiser"
0,"NY","White","less than $20,000","Female","Female.White","65+","high school graduate","August","2012","Kaiser"
0,"VA","Other","$75,000+","Female","Female.Other","30-44","postgraduate","August","2012","Kaiser"
0,"MA","White","$75,000+","Male","Male.White","30-44","college graduate","August","2012","Kaiser"
0,"FL","White","$75,000+","Male","Male.White","45-64","college graduate","August","2012","Kaiser"
1,"NJ","White","$40,000-$75,000","Female","Female.White","65+","some college","August","2012","Kaiser"
0,"NY","White","$75,000+","Female","Female.White","18-29","college graduate","August","2012","Kaiser"
1,"PA","White","$40,000-$75,000","Male","Male.White","30-44","college graduate","August","2012","Kaiser"
1,"VA","White","$40,000-$75,000","Female","Female.White","45-64","college graduate","August","2012","Kaiser"
0,"NY","Other","less than $20,000","Male","Male.Other","45-64","some college","August","2012","Kaiser"
0,"MA","White","$20,000-$40,000","Male","Male.White","65+","high school graduate","August","2012","Kaiser"
0,"NY","White","$40,000-$75,000","Male","Male.White","65+","college graduate","August","2012","Kaiser"
0,"AR","White","$20,000-$40,000","Male","Male.White","65+","less than a high school education","August","2012","Kaiser"
0,"MO","White","$75,000+","Male","Male.White","45-64","postgraduate","August","2012","Kaiser"
1,"CA","Hispanic","$40,000-$75,000","Male","Male.Hispanic","30-44","some college","August","2012","Kaiser"
1,"TX","Black","$40,000-$75,000","Male","Male.Black","18-29","college graduate","August","2012","Kaiser"
0,"MO","White","$40,000-$75,000","Male","Male.White","45-64","high school graduate","August","2012","Kaiser"
0,"TN","White","$40,000-$75,000","Male","Male.White","45-64","some college","August","2012","Kaiser"
1,"MO","White","$20,000-$40,000","Male","Male.White","65+","less than a high school education","August","2012","Kaiser"
1,"TN","Hispanic","less than $20,000","Female","Female.Hispanic","65+","less than a high school education","August","2012","Kaiser"
0,"TX","Hispanic","$20,000-$40,000","Male","Male.Hispanic","65+","high school graduate","August","2012","Kaiser"
0,"AZ","White","$40,000-$75,000","Female","Female.White","45-64","some college","August","2012","Kaiser"
1,"NC","Black","$40,000-$75,000","Male","Male.Black","45-64","high school graduate","August","2012","Kaiser"
0,"NC","White","$75,000+","Male","Male.White","45-64","some college","August","2012","Kaiser"
1,"LA","White","$75,000+","Male","Male.White","30-44","college graduate","August","2012","Kaiser"
0,"MO","White","$20,000-$40,000","Male","Male.White","30-44","less than a high school education","August","2012","Kaiser"
0,"TX","White","$20,000-$40,000","Female","Female.White","65+","postgraduate","August","2012","Kaiser"
0,"TX","White","$75,000+","Female","Female.White","45-64","college graduate","August","2012","Kaiser"
0,"TX","White","$20,000-$40,000","Female","Female.White","45-64","postgraduate","August","2012","Kaiser"
0,"CO","White","$40,000-$75,000","Female","Female.White","45-64","some college","August","2012","Kaiser"
0,"MT","White","$40,000-$75,000","Male","Male.White","45-64","some college","August","2012","Kaiser"
0,"OR","White","$20,000-$40,000","Female","Female.White","65+","high school graduate","August","2012","Kaiser"
1,"CA","White","$75,000+","Male","Male.White","30-44","postgraduate","August","2012","Kaiser"
0,"OR","White","less than $20,000","Female","Female.White","65+","postgraduate","August","2012","Kaiser"
0,"WA","White","$75,000+","Female","Female.White","45-64","some college","August","2012","Kaiser"
1,"CA","White","$75,000+","Male","Male.White","18-29","some college","August","2012","Kaiser"
1,"GA","White","less than $20,000","Female","Female.White","65+","some college","August","2012","Kaiser"
1,"FL","White","$40,000-$75,000","Male","Male.White","30-44","postgraduate","August","2012","Kaiser"
0,"DE","White","$75,000+","Male","Male.White","45-64","some college","August","2012","Kaiser"
1,"NC","White","$20,000-$40,000","Male","Male.White","65+","college graduate","August","2012","Kaiser"
1,"FL","White","$40,000-$75,000","Female","Female.White","45-64","college graduate","August","2012","Kaiser"
1,"NC","White","$20,000-$40,000","Female","Female.White","65+","less than a high school education","August","2012","Kaiser"
0,"VA","White","less than $20,000","Female","Female.White","65+","high school graduate","August","2012","Kaiser"
0,"VA","White","$75,000+","Female","Female.White","45-64","college graduate","August","2012","Kaiser"
1,"FL","White","$75,000+","Female","Female.White","65+","postgraduate","August","2012","Kaiser"
1,"NY","Black","$40,000-$75,000","Female","Female.Black","30-44","postgraduate","August","2012","Kaiser"
1,"NY","White","$75,000+","Female","Female.White","45-64","postgraduate","August","2012","Kaiser"
0,"NY","White","$75,000+","Male","Male.White","30-44","some college","August","2012","Kaiser"
0,"NY","White","$75,000+","Female","Female.White","30-44","college graduate","August","2012","Kaiser"
1,"NY","White","$40,000-$75,000","Female","Female.White","45-64","some college","August","2012","Kaiser"
1,"NJ","White","$20,000-$40,000","Female","Female.White","65+","some college","August","2012","Kaiser"
0,"PA","White","$20,000-$40,000","Female","Female.White","65+","high school graduate","August","2012","Kaiser"
1,"NY","White","$75,000+","Male","Male.White","45-64","postgraduate","August","2012","Kaiser"
0,"MO","White","$40,000-$75,000","Male","Male.White","45-64","high school graduate","August","2012","Kaiser"
0,"IL","White","$40,000-$75,000","Female","Female.White","65+","postgraduate","August","2012","Kaiser"
0,"WI","White","$40,000-$75,000","Male","Male.White","45-64","college graduate","August","2012","Kaiser"
1,"MI","White","$40,000-$75,000","Male","Male.White","65+","postgraduate","August","2012","Kaiser"
0,"OH","White","$75,000+","Male","Male.White","30-44","high school graduate","August","2012","Kaiser"
0,"WI","White","less than $20,000","Male","Male.White","45-64","high school graduate","August","2012","Kaiser"
1,"IN","White","$20,000-$40,000","Female","Female.White","65+","high school graduate","August","2012","Kaiser"
0,"IN","White","$20,000-$40,000","Male","Male.White","65+","some college","August","2012","Kaiser"
0,"IN","White","$40,000-$75,000","Female","Female.White","45-64","college graduate","August","2012","Kaiser"
1,"IL","Black","$75,000+","Female","Female.Black","30-44","college graduate","August","2012","Kaiser"
1,"KY","White","$20,000-$40,000","Female","Female.White","30-44","some college","August","2012","Kaiser"
0,"IL","Black","less than $20,000","Female","Female.Black","18-29","high school graduate","August","2012","Kaiser"
1,"IL","White","$75,000+","Female","Female.White","65+","postgraduate","August","2012","Kaiser"
0,"TN","White","less than $20,000","Male","Male.White","45-64","high school graduate","August","2012","Kaiser"
0,"MS","Other","$75,000+","Female","Female.Other","30-44","college graduate","August","2012","Kaiser"
0,"CT","White","less than $20,000","Female","Female.White","45-64","high school graduate","August","2012","Kaiser"
1,"CT","White","$40,000-$75,000","Female","Female.White","65+","postgraduate","August","2012","Kaiser"
0,"TN","White","$75,000+","Male","Male.White","65+","college graduate","August","2012","Kaiser"
0,"CT","White","$40,000-$75,000","Female","Female.White","65+","high school graduate","August","2012","Kaiser"
1,"GA","White","$40,000-$75,000","Female","Female.White","30-44","high school graduate","August","2012","Kaiser"
0,"FL","White","$75,000+","Female","Female.White","45-64","college graduate","August","2012","Kaiser"
1,"CT","White","$75,000+","Female","Female.White","30-44","postgraduate","August","2012","Kaiser"
0,"SC","White","$40,000-$75,000","Male","Male.White","65+","some college","August","2012","Kaiser"
1,"WI","White","$75,000+","Female","Female.White","65+","postgraduate","August","2012","Kaiser"
1,"TX","White","$20,000-$40,000","Female","Female.White","65+","high school graduate","August","2012","Kaiser"
0,"KS","White","$75,000+","Male","Male.White","45-64","college graduate","August","2012","Kaiser"
1,"KS","White","$20,000-$40,000","Female","Female.White","65+","less than a high school education","August","2012","Kaiser"
0,"IA","White","less than $20,000","Female","Female.White","30-44","high school graduate","August","2012","Kaiser"
1,"IA","White","$40,000-$75,000","Female","Female.White","45-64","college graduate","August","2012","Kaiser"
0,"NE","White","less than $20,000","Female","Female.White","45-64","less than a high school education","August","2012","Kaiser"
1,"TX","White","$75,000+","Male","Male.White","45-64","some college","August","2012","Kaiser"
0,"NE","White","$75,000+","Male","Male.White","65+","college graduate","August","2012","Kaiser"
0,"AR","White","$40,000-$75,000","Female","Female.White","45-64","high school graduate","August","2012","Kaiser"
0,"TX","White","$20,000-$40,000","Male","Male.White","45-64","postgraduate","August","2012","Kaiser"
1,"MN","White","$40,000-$75,000","Female","Female.White","45-64","college graduate","August","2012","Kaiser"
1,"MO","White","$40,000-$75,000","Male","Male.White","45-64","postgraduate","August","2012","Kaiser"
0,"AR","White","$75,000+","Male","Male.White","45-64","postgraduate","August","2012","Kaiser"
0,"TX","White","$40,000-$75,000","Female","Female.White","30-44","college graduate","August","2012","Kaiser"
0,"TX","White","$20,000-$40,000","Male","Male.White","65+","some college","August","2012","Kaiser"
1,"IL","White","$75,000+","Male","Male.White","45-64","college graduate","August","2012","Kaiser"
0,"LA","White","$40,000-$75,000","Male","Male.White","18-29","some college","August","2012","Kaiser"
1,"UT","White","$75,000+","Male","Male.White","45-64","high school graduate","August","2012","Kaiser"
0,"AZ","White","$40,000-$75,000","Male","Male.White","30-44","some college","August","2012","Kaiser"
0,"AZ","White","$75,000+","Male","Male.White","65+","postgraduate","August","2012","Kaiser"
1,"NV","White","$40,000-$75,000","Female","Female.White","45-64","college graduate","August","2012","Kaiser"
0,"AZ","White","$75,000+","Male","Male.White","45-64","high school graduate","August","2012","Kaiser"
1,"CO","White","$75,000+","Female","Female.White","65+","high school graduate","August","2012","Kaiser"
1,"CO","White","$75,000+","Female","Female.White","30-44","college graduate","August","2012","Kaiser"
1,"CA","White","$40,000-$75,000","Female","Female.White","65+","some college","August","2012","Kaiser"
0,"OR","White","$40,000-$75,000","Male","Male.White","65+","postgraduate","August","2012","Kaiser"
0,"ID","Hispanic","$20,000-$40,000","Female","Female.Hispanic","45-64","high school graduate","August","2012","Kaiser"
0,"CA","Hispanic","$75,000+","Female","Female.Hispanic","45-64","some college","August","2012","Kaiser"
1,"CA","White","$40,000-$75,000","Female","Female.White","65+","college graduate","August","2012","Kaiser"
1,"WA","White","less than $20,000","Female","Female.White","65+","some college","August","2012","Kaiser"
1,"WA","White","$20,000-$40,000","Male","Male.White","65+","high school graduate","August","2012","Kaiser"
0,"WA","White","$40,000-$75,000","Female","Female.White","65+","some college","August","2012","Kaiser"
0,"CA","Hispanic","less than $20,000","Female","Female.Hispanic","45-64","high school graduate","August","2012","Kaiser"
1,"CA","White","$40,000-$75,000","Female","Female.White","45-64","college graduate","August","2012","Kaiser"
1,"CA","White","$75,000+","Male","Male.White","45-64","college graduate","August","2012","Kaiser"
1,"PA","White","$20,000-$40,000","Female","Female.White","45-64","high school graduate","August","2012","Kaiser"
0,"NY","White","$40,000-$75,000","Female","Female.White","45-64","postgraduate","August","2012","Kaiser"
0,"NE","White","$75,000+","Male","Male.White","65+","high school graduate","August","2012","Kaiser"
1,"NY","White","$40,000-$75,000","Female","Female.White","45-64","some college","August","2012","Kaiser"
0,"PA","White","$40,000-$75,000","Female","Female.White","30-44","high school graduate","August","2012","Kaiser"
0,"CA","Other","$75,000+","Male","Male.Other","45-64","college graduate","August","2012","Kaiser"
1,"NC","Other","less than $20,000","Male","Male.Other","30-44","college graduate","August","2012","Kaiser"
1,"NC","White","$75,000+","Male","Male.White","45-64","college graduate","August","2012","Kaiser"
0,"AL","Hispanic","$75,000+","Male","Male.Hispanic","45-64","college graduate","August","2012","Kaiser"
1,"HI","Other","$75,000+","Female","Female.Other","45-64","college graduate","August","2012","Kaiser"
1,"VA","Other","$75,000+","Male","Male.Other","45-64","college graduate","August","2012","Kaiser"
0,"NH","White","$40,000-$75,000","Female","Female.White","30-44","high school graduate","August","2012","Kaiser"
0,"AL","White","$40,000-$75,000","Female","Female.White","18-29","college graduate","August","2012","Kaiser"
0,"AL","White","$75,000+","Male","Male.White","65+","high school graduate","August","2012","Kaiser"
0,"IN","White","$75,000+","Male","Male.White","45-64","some college","August","2012","Kaiser"
0,"NY","White","$40,000-$75,000","Female","Female.White","30-44","high school graduate","August","2012","Kaiser"
0,"NJ","White","$75,000+","Female","Female.White","45-64","some college","August","2012","Kaiser"
0,"PA","White","$75,000+","Male","Male.White","45-64","postgraduate","August","2012","Kaiser"
0,"CT","White","$75,000+","Male","Male.White","18-29","some college","August","2012","Kaiser"
0,"PA","White","less than $20,000","Female","Female.White","65+","high school graduate","August","2012","Kaiser"
1,"IN","Hispanic","$20,000-$40,000","Female","Female.Hispanic","18-29","high school graduate","August","2012","Kaiser"
0,"SC","White","$20,000-$40,000","Female","Female.White","65+","some college","August","2012","Kaiser"
0,"OH","White","$40,000-$75,000","Female","Female.White","65+","postgraduate","August","2012","Kaiser"
1,"DE","White","$75,000+","Male","Male.White","45-64","college graduate","August","2012","Kaiser"
0,"OH","White","$40,000-$75,000","Female","Female.White","30-44","some college","August","2012","Kaiser"
1,"PA","White","$40,000-$75,000","Female","Female.White","30-44","high school graduate","August","2012","Kaiser"
1,"IA","White","$75,000+","Female","Female.White","45-64","college graduate","August","2012","Kaiser"
1,"NY","White","$75,000+","Male","Male.White","45-64","postgraduate","August","2012","Kaiser"
1,"WI","White","$20,000-$40,000","Female","Female.White","65+","some college","August","2012","Kaiser"
1,"TX","White","$20,000-$40,000","Female","Female.White","18-29","high school graduate","August","2012","Kaiser"
1,"MN","White","$75,000+","Male","Male.White","65+","postgraduate","August","2012","Kaiser"
0,"MN","White","$20,000-$40,000","Male","Male.White","45-64","some college","August","2012","Kaiser"
0,"TX","Black","$75,000+","Male","Male.Black","30-44","some college","August","2012","Kaiser"
0,"VA","White","$40,000-$75,000","Female","Female.White","30-44","postgraduate","August","2012","Kaiser"
0,"AR","White","$20,000-$40,000","Female","Female.White","18-29","some college","August","2012","Kaiser"
1,"VA","White","$75,000+","Female","Female.White","45-64","postgraduate","August","2012","Kaiser"
0,"TX","White","$20,000-$40,000","Female","Female.White","45-64","postgraduate","August","2012","Kaiser"
1,"NC","Other","$20,000-$40,000","Female","Female.Other","45-64","college graduate","August","2012","Kaiser"
1,"GA","White","$75,000+","Male","Male.White","65+","postgraduate","August","2012","Kaiser"
0,"FL","White","$20,000-$40,000","Male","Male.White","30-44","college graduate","August","2012","Kaiser"
0,"GA","White","$40,000-$75,000","Female","Female.White","30-44","college graduate","August","2012","Kaiser"
1,"FL","Black","less than $20,000","Female","Female.Black","65+","less than a high school education","August","2012","Kaiser"
0,"UT","White","$75,000+","Female","Female.White","30-44","some college","August","2012","Kaiser"
1,"CA","White","$75,000+","Male","Male.White","30-44","postgraduate","August","2012","Kaiser"
1,"CO","White","$40,000-$75,000","Female","Female.White","45-64","some college","August","2012","Kaiser"
0,"UT","White","$20,000-$40,000","Female","Female.White","65+","some college","August","2012","Kaiser"
1,"IL","White","$75,000+","Female","Female.White","65+","some college","August","2012","Kaiser"
0,"CA","White","$40,000-$75,000","Female","Female.White","45-64","some college","August","2012","Kaiser"
0,"NY","White","$75,000+","Male","Male.White","45-64","postgraduate","August","2012","Kaiser"
0,"CA","White","$75,000+","Female","Female.White","45-64","college graduate","August","2012","Kaiser"
0,"TX","Hispanic","less than $20,000","Female","Female.Hispanic","45-64","less than a high school education","August","2012","Kaiser"
1,"NJ","White","$75,000+","Male","Male.White","45-64","college graduate","August","2012","Kaiser"
1,"NY","White","$20,000-$40,000","Male","Male.White","65+","less than a high school education","August","2012","Kaiser"
1,"NJ","White","$40,000-$75,000","Female","Female.White","30-44","postgraduate","August","2012","Kaiser"
0,"NY","White","$20,000-$40,000","Female","Female.White","65+","some college","August","2012","Kaiser"
1,"NY","Other","$40,000-$75,000","Female","Female.Other","18-29","college graduate","August","2012","Kaiser"
1,"NJ","Hispanic","$75,000+","Female","Female.Hispanic","45-64","high school graduate","August","2012","Kaiser"
1,"NJ","White","$20,000-$40,000","Female","Female.White","65+","postgraduate","August","2012","Kaiser"
1,"PA","White","$75,000+","Female","Female.White","45-64","postgraduate","August","2012","Kaiser"
0,"WI","White","$20,000-$40,000","Male","Male.White","30-44","less than a high school education","August","2012","Kaiser"
0,"NY","White","$75,000+","Female","Female.White","65+","college graduate","August","2012","Kaiser"
1,"MI","White","$40,000-$75,000","Female","Female.White","65+","some college","August","2012","Kaiser"
1,"OH","Black","$40,000-$75,000","Female","Female.Black","65+","college graduate","August","2012","Kaiser"
0,"WI","White","$75,000+","Male","Male.White","45-64","some college","August","2012","Kaiser"
1,"MI","White","$75,000+","Male","Male.White","45-64","high school graduate","August","2012","Kaiser"
1,"OH","Black","less than $20,000","Male","Male.Black","45-64","high school graduate","August","2012","Kaiser"
0,"IN","White","$75,000+","Male","Male.White","65+","some college","August","2012","Kaiser"
0,"IL","White","less than $20,000","Female","Female.White","45-64","some college","August","2012","Kaiser"
0,"FL","White","$20,000-$40,000","Female","Female.White","45-64","some college","August","2012","Kaiser"
1,"FL","White","$75,000+","Male","Male.White","30-44","some college","August","2012","Kaiser"
1,"NC","Black","$40,000-$75,000","Female","Female.Black","65+","high school graduate","August","2012","Kaiser"
1,"FL","White","less than $20,000","Female","Female.White","65+","some college","August","2012","Kaiser"
0,"GA","White","$40,000-$75,000","Female","Female.White","65+","college graduate","August","2012","Kaiser"
0,"GA","White","$75,000+","Male","Male.White","45-64","high school graduate","August","2012","Kaiser"
0,"FL","Hispanic","$75,000+","Male","Male.Hispanic","45-64","some college","August","2012","Kaiser"
1,"NH","White","$75,000+","Female","Female.White","45-64","postgraduate","August","2012","Kaiser"
1,"MA","White","$75,000+","Female","Female.White","45-64","college graduate","August","2012","Kaiser"
1,"MA","White","$75,000+","Female","Female.White","45-64","some college","August","2012","Kaiser"
1,"KY","White","$20,000-$40,000","Male","Male.White","45-64","some college","August","2012","Kaiser"
1,"TN","White","$40,000-$75,000","Female","Female.White","65+","some college","August","2012","Kaiser"
1,"WI","White","$20,000-$40,000","Male","Male.White","45-64","some college","August","2012","Kaiser"
1,"IL","White","$75,000+","Female","Female.White","65+","college graduate","August","2012","Kaiser"
1,"OH","White","$20,000-$40,000","Female","Female.White","45-64","some college","August","2012","Kaiser"
0,"IL","White","$75,000+","Male","Male.White","45-64","high school graduate","August","2012","Kaiser"
1,"MA","White","$75,000+","Male","Male.White","30-44","college graduate","August","2012","Kaiser"
0,"LA","White","$75,000+","Male","Male.White","65+","some college","August","2012","Kaiser"
1,"OK","White","$20,000-$40,000","Female","Female.White","65+","some college","August","2012","Kaiser"
0,"TX","White","$75,000+","Male","Male.White","45-64","college graduate","August","2012","Kaiser"
0,"TX","White","$40,000-$75,000","Male","Male.White","45-64","college graduate","August","2012","Kaiser"
0,"MN","White","$40,000-$75,000","Male","Male.White","45-64","some college","August","2012","Kaiser"
0,"MN","White","$20,000-$40,000","Male","Male.White","45-64","postgraduate","August","2012","Kaiser"
0,"WA","White","$75,000+","Female","Female.White","30-44","college graduate","August","2012","Kaiser"
0,"CA","Hispanic","$40,000-$75,000","Male","Male.Hispanic","45-64","some college","August","2012","Kaiser"
0,"CA","White","$75,000+","Male","Male.White","45-64","postgraduate","August","2012","Kaiser"
1,"WA","Other","$40,000-$75,000","Male","Male.Other","18-29","college graduate","August","2012","Kaiser"
0,"CA","Other","$75,000+","Female","Female.Other","45-64","postgraduate","August","2012","Kaiser"
1,"CA","Hispanic","less than $20,000","Male","Male.Hispanic","45-64","less than a high school education","August","2012","Kaiser"
0,"CA","White","$20,000-$40,000","Female","Female.White","65+","college graduate","August","2012","Kaiser"
0,"CA","White","less than $20,000","Female","Female.White","45-64","postgraduate","August","2012","Kaiser"
0,"CA","White","$75,000+","Male","Male.White","45-64","some college","August","2012","Kaiser"
1,"PA","White","$75,000+","Male","Male.White","30-44","postgraduate","August","2012","Kaiser"
0,"PA","White","$75,000+","Male","Male.White","65+","some college","August","2012","Kaiser"
0,"FL","Black","$75,000+","Male","Male.Black","65+","less than a high school education","August","2012","Kaiser"
0,"NC","White","$75,000+","Male","Male.White","65+","college graduate","August","2012","Kaiser"
1,"VA","White","$75,000+","Male","Male.White","30-44","college graduate","August","2012","Kaiser"
1,"MD","Black","$75,000+","Female","Female.Black","30-44","postgraduate","August","2012","Kaiser"
0,"FL","White","$40,000-$75,000","Female","Female.White","65+","high school graduate","August","2012","Kaiser"
0,"TX","Hispanic","$40,000-$75,000","Female","Female.Hispanic","30-44","high school graduate","August","2012","Kaiser"
1,"NY","White","$75,000+","Female","Female.White","30-44","postgraduate","August","2012","Kaiser"
0,"NJ","White","$20,000-$40,000","Male","Male.White","18-29","college graduate","August","2012","Kaiser"
1,"PA","White","less than $20,000","Female","Female.White","45-64","high school graduate","August","2012","Kaiser"
1,"WI","White","$75,000+","Female","Female.White","45-64","some college","August","2012","Kaiser"
1,"WI","White","$75,000+","Female","Female.White","45-64","college graduate","August","2012","Kaiser"
1,"MA","White","$75,000+","Male","Male.White","65+","postgraduate","August","2012","Kaiser"
0,"MA","White","$40,000-$75,000","Male","Male.White","65+","postgraduate","August","2012","Kaiser"
0,"SC","White","$75,000+","Male","Male.White","30-44","postgraduate","August","2012","Kaiser"
0,"NC","White","$40,000-$75,000","Male","Male.White","30-44","college graduate","August","2012","Kaiser"
1,"MI","White","$20,000-$40,000","Female","Female.White","30-44","college graduate","August","2012","Kaiser"
1,"IN","White","$20,000-$40,000","Male","Male.White","45-64","less than a high school education","August","2012","Kaiser"
1,"IL","White","$75,000+","Male","Male.White","65+","postgraduate","August","2012","Kaiser"
1,"WI","White","$75,000+","Female","Female.White","30-44","postgraduate","August","2012","Kaiser"
0,"WI","White","$75,000+","Female","Female.White","45-64","high school graduate","August","2012","Kaiser"
1,"MN","White","$75,000+","Male","Male.White","30-44","postgraduate","August","2012","Kaiser"
1,"KS","White","$40,000-$75,000","Female","Female.White","65+","postgraduate","August","2012","Kaiser"
0,"MO","Other","less than $20,000","Female","Female.Other","45-64","high school graduate","August","2012","Kaiser"
1,"MN","White","$20,000-$40,000","Male","Male.White","45-64","some college","August","2012","Kaiser"
1,"MO","White","$40,000-$75,000","Female","Female.White","65+","some college","August","2012","Kaiser"
1,"KY","White","$40,000-$75,000","Female","Female.White","45-64","some college","August","2012","Kaiser"
1,"PA","Black","$75,000+","Female","Female.Black","45-64","postgraduate","August","2012","Kaiser"
0,"PA","White","$40,000-$75,000","Male","Male.White","30-44","postgraduate","August","2012","Kaiser"
0,"VA","Black","less than $20,000","Female","Female.Black","45-64","college graduate","August","2012","Kaiser"
1,"KS","White","less than $20,000","Female","Female.White","65+","some college","August","2012","Kaiser"
1,"MA","White","less than $20,000","Female","Female.White","45-64","less than a high school education","August","2012","Kaiser"
0,"NV","White","$20,000-$40,000","Male","Male.White","65+","college graduate","August","2012","Kaiser"
0,"UT","White","$40,000-$75,000","Male","Male.White","45-64","some college","August","2012","Kaiser"
1,"NV","White","$20,000-$40,000","Male","Male.White","45-64","postgraduate","August","2012","Kaiser"
1,"AZ","White","less than $20,000","Female","Female.White","30-44","college graduate","August","2012","Kaiser"
1,"OR","White","less than $20,000","Female","Female.White","65+","some college","August","2012","Kaiser"
1,"CA","White","$40,000-$75,000","Male","Male.White","30-44","postgraduate","August","2012","Kaiser"
1,"GA","White","$40,000-$75,000","Female","Female.White","65+","postgraduate","August","2012","Kaiser"
0,"IL","White","$40,000-$75,000","Male","Male.White","65+","some college","August","2012","Kaiser"
1,"DE","Other","$40,000-$75,000","Female","Female.Other","65+","high school graduate","August","2012","Kaiser"
