"aca.fav","tea.party","state","race","income","sex","age","education","month","year","polling.org"
0,NA,"IA",NA,NA,"Female","45-64","college graduate","October","2013","Kaiser"
0,1,"TX","White",NA,"Female","65+","college graduate","October","2013","Kaiser"
1,0,"NY","Black","$20,000-$40,000","Female","30-44","some college","October","2013","Kaiser"
0,0,"IN","White",NA,"Female","45-64","high school graduate","October","2013","Kaiser"
NA,0,"TX","White","$40,000-$75,000","Female","65+","postgraduate","October","2013","Kaiser"
NA,0,"ME","White","$20,000-$40,000","Female","65+","some college","October","2013","Kaiser"
0,0,"PA","White","$20,000-$40,000","Female","45-64","high school graduate","October","2013","Kaiser"
NA,0,"TX","Other","$75,000+","Male","45-64","postgraduate","October","2013","Kaiser"
0,0,"ND","White","$75,000+","Female","30-44","postgraduate","October","2013","Kaiser"
1,0,"MO","White","$40,000-$75,000","Female","18-29","postgraduate","October","2013","Kaiser"
1,0,"IL","Black",NA,"Male","18-29","high school graduate","October","2013","Kaiser"
1,0,"CO","White",NA,"Male","30-44","postgraduate","October","2013","Kaiser"
0,1,"NJ","White","$75,000+","Female","65+","high school graduate","October","2013","Kaiser"
1,0,"TX","White","$75,000+","Female","65+","college graduate","October","2013","Kaiser"
1,0,"MS","Other",NA,"Male","45-64","high school graduate","October","2013","Kaiser"
1,0,"FL","White","$20,000-$40,000","Female","65+","some college","October","2013","Kaiser"
NA,NA,"TX","Hispanic",NA,"Female","65+",NA,"October","2013","Kaiser"
1,0,"PA","White","less than $20,000","Female","65+","some college","October","2013","Kaiser"
0,0,"CO","White","$40,000-$75,000","Female","30-44","college graduate","October","2013","Kaiser"
0,1,"MI","White","$40,000-$75,000","Male","30-44","college graduate","October","2013","Kaiser"
0,1,"PA","White","$40,000-$75,000","Female","45-64","some college","October","2013","Kaiser"
1,0,"AK","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
0,1,"IN","White","$75,000+","Female","45-64","postgraduate","October","2013","Kaiser"
NA,0,"NY","White","$40,000-$75,000","Female","65+","postgraduate","October","2013","Kaiser"
0,1,"AL","White","$40,000-$75,000","Female","45-64","postgraduate","October","2013","Kaiser"
0,0,"IN","White","less than $20,000","Female","45-64","college graduate","October","2013","Kaiser"
0,0,"IA","White","$40,000-$75,000","Female","45-64","high school graduate","October","2013","Kaiser"
0,0,"AR","White",NA,"Female","65+","college graduate","October","2013","Kaiser"
1,0,"MI","White","$20,000-$40,000","Female","65+","high school graduate","October","2013","Kaiser"
0,0,"OR","White","$20,000-$40,000","Female","45-64","some college","October","2013","Kaiser"
0,NA,"NV","Hispanic","$75,000+","Female","45-64","some college","October","2013","Kaiser"
0,1,"CA","White","$20,000-$40,000","Male","65+","college graduate","October","2013","Kaiser"
1,0,"CA","White","$75,000+","Female","45-64","postgraduate","October","2013","Kaiser"
1,0,"ID","White","$20,000-$40,000","Female","65+","some college","October","2013","Kaiser"
NA,1,"CA","White","$75,000+","Female","65+","college graduate","October","2013","Kaiser"
0,1,"CA","White",NA,"Female","65+","high school graduate","October","2013","Kaiser"
0,0,"CA","White","$40,000-$75,000","Male","30-44","college graduate","October","2013","Kaiser"
1,0,"WA","White","$20,000-$40,000","Female","65+","high school graduate","October","2013","Kaiser"
1,0,"CA","Black","$20,000-$40,000","Female","30-44","high school graduate","October","2013","Kaiser"
0,NA,"NV","White","less than $20,000","Female","30-44","college graduate","October","2013","Kaiser"
1,0,"OR","White","$40,000-$75,000","Female","45-64","high school graduate","October","2013","Kaiser"
NA,NA,"CA",NA,NA,"Male","18-29","high school graduate","October","2013","Kaiser"
NA,NA,"CA","Other",NA,"Female","45-64","college graduate","October","2013","Kaiser"
0,0,"WA","White","$75,000+","Female","30-44","some college","October","2013","Kaiser"
NA,0,"OR","White","$20,000-$40,000","Male","65+","some college","October","2013","Kaiser"
1,0,"WA","White","$75,000+","Female","45-64","some college","October","2013","Kaiser"
NA,0,"CA","White",NA,"Female","65+","college graduate","October","2013","Kaiser"
1,0,"CA","White","$20,000-$40,000","Female","65+","some college","October","2013","Kaiser"
0,NA,"CA",NA,NA,"Male","45-64","college graduate","October","2013","Kaiser"
NA,0,"CA","Black","$20,000-$40,000","Female","45-64","some college","October","2013","Kaiser"
1,0,"CA","White","less than $20,000","Male","45-64","college graduate","October","2013","Kaiser"
1,0,"CA",NA,"$40,000-$75,000","Male","65+","postgraduate","October","2013","Kaiser"
0,0,"AZ","White","$75,000+","Female","45-64","some college","October","2013","Kaiser"
0,0,"KY","White","$40,000-$75,000","Female","45-64","college graduate","October","2013","Kaiser"
1,0,"NY","Black","$20,000-$40,000","Female","30-44","high school graduate","October","2013","Kaiser"
0,1,"NM","White","$75,000+","Male","45-64","college graduate","October","2013","Kaiser"
0,1,"MT","White","$40,000-$75,000","Male","30-44","some college","October","2013","Kaiser"
0,0,"UT","White","$75,000+","Female","30-44","postgraduate","October","2013","Kaiser"
1,0,"WI","White","$40,000-$75,000","Female","65+","high school graduate","October","2013","Kaiser"
1,0,"CA","White",NA,"Female","65+","postgraduate","October","2013","Kaiser"
0,1,"WI","White",NA,"Female","45-64","some college","October","2013","Kaiser"
1,0,"OR","White","$40,000-$75,000","Male","65+","less than a high school education","October","2013","Kaiser"
1,0,"NM","White",NA,"Female","45-64","postgraduate","October","2013","Kaiser"
NA,NA,"IL","Hispanic","$40,000-$75,000","Female","18-29","some college","October","2013","Kaiser"
0,0,"CO","White",NA,"Male","45-64",NA,"October","2013","Kaiser"
0,0,"IL","Black",NA,"Female","45-64","some college","October","2013","Kaiser"
0,0,"TX","White","$20,000-$40,000","Female","65+","high school graduate","October","2013","Kaiser"
0,0,"IA","White","$40,000-$75,000","Male","45-64","college graduate","October","2013","Kaiser"
0,0,"MD","White","$40,000-$75,000","Female","65+","high school graduate","October","2013","Kaiser"
NA,1,"AL","Black","less than $20,000","Female","45-64","less than a high school education","October","2013","Kaiser"
1,0,"WA","Other","$75,000+","Male","45-64","postgraduate","October","2013","Kaiser"
1,0,"WA","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
0,1,"CA","White","$75,000+","Male","65+","postgraduate","October","2013","Kaiser"
0,0,"FL","White",NA,"Male","65+","postgraduate","October","2013","Kaiser"
0,0,"IL","White","$40,000-$75,000","Female","65+","postgraduate","October","2013","Kaiser"
NA,0,"KS","White","less than $20,000","Female","65+","less than a high school education","October","2013","Kaiser"
0,0,"AZ","White",NA,"Female","45-64",NA,"October","2013","Kaiser"
0,1,"WA","White","$75,000+","Female","45-64","high school graduate","October","2013","Kaiser"
1,0,"CA","White","$75,000+","Male","45-64","some college","October","2013","Kaiser"
0,0,"TN","White","$40,000-$75,000","Female","65+","some college","October","2013","Kaiser"
1,0,"MN","Other","$20,000-$40,000","Female","30-44","some college","October","2013","Kaiser"
1,0,"OR","White","$20,000-$40,000","Female","45-64","some college","October","2013","Kaiser"
1,0,"NY","White","$40,000-$75,000","Male","65+","postgraduate","October","2013","Kaiser"
0,0,"OH","Black","less than $20,000","Female","65+","high school graduate","October","2013","Kaiser"
1,0,"OR","White","$40,000-$75,000","Female","45-64","college graduate","October","2013","Kaiser"
1,0,"NM","Hispanic","$75,000+","Female","45-64","some college","October","2013","Kaiser"
1,0,"HI","White","$20,000-$40,000","Female","65+","postgraduate","October","2013","Kaiser"
0,0,"TX","White","$75,000+","Male","45-64","postgraduate","October","2013","Kaiser"
0,NA,"GA","White","$20,000-$40,000","Female","65+","some college","October","2013","Kaiser"
1,0,"AZ","White","$20,000-$40,000","Male","45-64","some college","October","2013","Kaiser"
1,0,"VA","White","$40,000-$75,000","Female","45-64","postgraduate","October","2013","Kaiser"
0,0,"MI","White","$75,000+","Male","45-64","college graduate","October","2013","Kaiser"
1,0,"AZ","Hispanic","$75,000+","Female","30-44","college graduate","October","2013","Kaiser"
0,0,"AZ","White","less than $20,000","Male","65+","some college","October","2013","Kaiser"
1,NA,"NY","Black","less than $20,000","Male",NA,"high school graduate","October","2013","Kaiser"
0,0,"OH","White",NA,"Male","45-64","postgraduate","October","2013","Kaiser"
0,1,"CO","White","$40,000-$75,000","Male","45-64","some college","October","2013","Kaiser"
1,0,"WA","White","less than $20,000","Female","45-64","postgraduate","October","2013","Kaiser"
1,0,"ID","White",NA,"Male","45-64","postgraduate","October","2013","Kaiser"
0,0,"CO","White",NA,"Male","45-64","college graduate","October","2013","Kaiser"
1,0,"PA","White",NA,"Female","45-64","high school graduate","October","2013","Kaiser"
1,0,"IA","Other","$40,000-$75,000","Female","65+","college graduate","October","2013","Kaiser"
NA,NA,"OH","White",NA,"Female","65+","some college","October","2013","Kaiser"
NA,0,"OR","White","$20,000-$40,000","Male","45-64","high school graduate","October","2013","Kaiser"
1,0,"HI","White","$75,000+","Female","45-64","postgraduate","October","2013","Kaiser"
0,NA,"CA","White","$75,000+","Female","30-44","college graduate","October","2013","Kaiser"
1,0,"CO","White",NA,"Female","18-29","college graduate","October","2013","Kaiser"
1,0,"AK","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
0,1,"OK","White","$40,000-$75,000","Female","45-64","some college","October","2013","Kaiser"
1,0,"AR","Black","$75,000+","Female","45-64","some college","October","2013","Kaiser"
0,0,"TX","White","$40,000-$75,000","Male","18-29","some college","October","2013","Kaiser"
1,0,"OR","White","$20,000-$40,000","Female","45-64","postgraduate","October","2013","Kaiser"
1,0,"CA","White","$75,000+","Male","65+","college graduate","October","2013","Kaiser"
NA,0,"FL","White","$75,000+","Male","30-44","college graduate","October","2013","Kaiser"
0,1,"TN","White","$75,000+","Female","65+","some college","October","2013","Kaiser"
0,0,"WY","White","$40,000-$75,000","Female","30-44","postgraduate","October","2013","Kaiser"
1,0,"NJ","White","$20,000-$40,000","Male","45-64","some college","October","2013","Kaiser"
1,0,"PA","White",NA,"Female","45-64","high school graduate","October","2013","Kaiser"
0,0,"IL","White","$40,000-$75,000","Female","65+","some college","October","2013","Kaiser"
1,0,"CA","Black","$20,000-$40,000","Male","65+","some college","October","2013","Kaiser"
0,1,"MS","White","less than $20,000","Female","45-64","high school graduate","October","2013","Kaiser"
NA,0,"CA","White","$75,000+","Female","30-44","postgraduate","October","2013","Kaiser"
NA,0,"VA","White",NA,"Female","65+",NA,"October","2013","Kaiser"
0,1,"TX","White","$40,000-$75,000","Male","65+","some college","October","2013","Kaiser"
NA,1,"LA","White","$20,000-$40,000","Female","18-29","high school graduate","October","2013","Kaiser"
1,0,"MO","White","$20,000-$40,000","Male","45-64","some college","October","2013","Kaiser"
NA,0,"IA","White","$20,000-$40,000","Male","65+","less than a high school education","October","2013","Kaiser"
0,NA,"FL","White","$40,000-$75,000","Female","65+","high school graduate","October","2013","Kaiser"
1,0,"NE","White","less than $20,000","Female","65+","postgraduate","October","2013","Kaiser"
0,0,"NY","White","$40,000-$75,000","Female","45-64","college graduate","October","2013","Kaiser"
NA,NA,"FL","White",NA,"Male","45-64","high school graduate","October","2013","Kaiser"
0,0,"TX","White","$40,000-$75,000","Female","65+","high school graduate","October","2013","Kaiser"
1,0,"NY","White",NA,"Male","30-44","college graduate","October","2013","Kaiser"
0,0,"KY","White","$20,000-$40,000","Male","18-29","high school graduate","October","2013","Kaiser"
0,1,"MN","White","$20,000-$40,000","Male","65+","high school graduate","October","2013","Kaiser"
0,0,"KY","White","$40,000-$75,000","Male","45-64","some college","October","2013","Kaiser"
0,1,"TN","Other","$75,000+","Female","30-44","college graduate","October","2013","Kaiser"
1,0,"FL","White","$40,000-$75,000","Male","30-44","postgraduate","October","2013","Kaiser"
1,1,"VA","White","$20,000-$40,000","Female","65+","postgraduate","October","2013","Kaiser"
0,1,"WV","White","$20,000-$40,000","Male","65+","high school graduate","October","2013","Kaiser"
0,0,"OH",NA,NA,"Female","65+","some college","October","2013","Kaiser"
0,0,"NY","White","$20,000-$40,000","Female","30-44","high school graduate","October","2013","Kaiser"
0,NA,"NC","White","$40,000-$75,000","Male","65+","high school graduate","October","2013","Kaiser"
1,0,"KY","Black","less than $20,000","Female","65+","less than a high school education","October","2013","Kaiser"
1,0,"NJ","White","$40,000-$75,000","Female","45-64","high school graduate","October","2013","Kaiser"
0,1,"CA","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
0,0,"MT","White",NA,"Female","30-44","college graduate","October","2013","Kaiser"
1,0,"NM","Hispanic","$20,000-$40,000","Male","45-64","high school graduate","October","2013","Kaiser"
0,0,"MA","White","$75,000+","Male","45-64","postgraduate","October","2013","Kaiser"
1,0,"CA","White","$75,000+","Female","65+","college graduate","October","2013","Kaiser"
1,0,"WA","White","less than $20,000","Female","45-64","high school graduate","October","2013","Kaiser"
0,1,"AZ","White","$40,000-$75,000","Male","65+","postgraduate","October","2013","Kaiser"
1,0,"CO","Hispanic","$20,000-$40,000","Female","65+","some college","October","2013","Kaiser"
1,0,"NY","Hispanic",NA,"Female","30-44","less than a high school education","October","2013","Kaiser"
0,1,"TX","White","$20,000-$40,000","Female","65+","college graduate","October","2013","Kaiser"
0,0,"CA","Hispanic","$75,000+","Male","45-64","some college","October","2013","Kaiser"
1,0,"ME","White","$20,000-$40,000","Female","65+","high school graduate","October","2013","Kaiser"
1,0,"PA","White","$20,000-$40,000","Female","65+","high school graduate","October","2013","Kaiser"
0,0,"MS","White","$75,000+","Male","65+","some college","October","2013","Kaiser"
1,0,"TX","White",NA,"Male","45-64","postgraduate","October","2013","Kaiser"
0,0,"CA","White","$75,000+","Male","30-44","postgraduate","October","2013","Kaiser"
1,0,"MN","White","$75,000+","Male","45-64","college graduate","October","2013","Kaiser"
0,NA,"WI","White","$40,000-$75,000","Female","45-64","high school graduate","October","2013","Kaiser"
1,0,"GA","Black","$40,000-$75,000","Female","30-44","college graduate","October","2013","Kaiser"
NA,NA,"OH","White","less than $20,000","Female","65+","high school graduate","October","2013","Kaiser"
0,1,"CA","White","$75,000+","Male","65+","college graduate","October","2013","Kaiser"
0,NA,"SD","White",NA,"Female","45-64","high school graduate","October","2013","Kaiser"
0,0,"ND","White","$75,000+","Female","65+","some college","October","2013","Kaiser"
NA,NA,"ME","White","$20,000-$40,000","Female","65+","high school graduate","October","2013","Kaiser"
1,0,"CA","White","$75,000+","Male","45-64","college graduate","October","2013","Kaiser"
0,0,"NY","White","less than $20,000","Male","45-64","some college","October","2013","Kaiser"
1,0,"AL","Black","$75,000+","Female","45-64","postgraduate","October","2013","Kaiser"
1,0,"TN","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
1,0,"CA","White","$40,000-$75,000","Female","45-64","some college","October","2013","Kaiser"
NA,0,"CA","White","$75,000+","Female","65+","college graduate","October","2013","Kaiser"
NA,0,"NY","White","$75,000+","Female","45-64","postgraduate","October","2013","Kaiser"
0,NA,"FL","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
NA,0,"NC","White","$40,000-$75,000","Female","65+","high school graduate","October","2013","Kaiser"
0,0,"IL","White","$75,000+","Male","45-64","some college","October","2013","Kaiser"
0,1,"FL","White",NA,"Male","30-44","high school graduate","October","2013","Kaiser"
1,0,"NV","White",NA,"Female","45-64","postgraduate","October","2013","Kaiser"
0,1,"GA","White",NA,"Female","65+","some college","October","2013","Kaiser"
NA,0,"SC","White","less than $20,000","Female","65+","less than a high school education","October","2013","Kaiser"
0,1,"NC","White","$40,000-$75,000","Female","65+","high school graduate","October","2013","Kaiser"
0,0,"MI","White",NA,"Female","65+",NA,"October","2013","Kaiser"
NA,NA,"VA","White","$75,000+","Female","65+","high school graduate","October","2013","Kaiser"
0,0,"MO","White","$75,000+","Male","45-64","college graduate","October","2013","Kaiser"
NA,NA,"PA","White",NA,"Female","65+","some college","October","2013","Kaiser"
0,1,"CA","White",NA,"Female","45-64","some college","October","2013","Kaiser"
0,0,"GA","White","$40,000-$75,000","Female","45-64","college graduate","October","2013","Kaiser"
0,1,"AL","White","$75,000+","Male","45-64","postgraduate","October","2013","Kaiser"
NA,0,"NJ","Hispanic",NA,"Female","18-29","some college","October","2013","Kaiser"
0,0,"IL","White",NA,"Female","45-64","college graduate","October","2013","Kaiser"
0,0,"AL","White","$20,000-$40,000","Female","45-64","some college","October","2013","Kaiser"
0,1,"GA","White","$75,000+","Male","45-64","postgraduate","October","2013","Kaiser"
0,1,"CO","White","$40,000-$75,000","Female","45-64","postgraduate","October","2013","Kaiser"
1,0,"MD","White","$40,000-$75,000","Female","65+","some college","October","2013","Kaiser"
1,0,"CA","White","$20,000-$40,000","Female","65+","postgraduate","October","2013","Kaiser"
1,0,"OR","White","$40,000-$75,000","Female","45-64","college graduate","October","2013","Kaiser"
0,0,"IL","White",NA,"Female","65+","high school graduate","October","2013","Kaiser"
1,0,"CA","White","$20,000-$40,000","Female","65+","high school graduate","October","2013","Kaiser"
0,0,"MO",NA,"$75,000+","Female","45-64","some college","October","2013","Kaiser"
1,0,"WA","White","$20,000-$40,000","Female","65+","college graduate","October","2013","Kaiser"
0,1,"WI","White","$40,000-$75,000","Female","30-44","high school graduate","October","2013","Kaiser"
0,1,"CA","White",NA,"Male","65+","college graduate","October","2013","Kaiser"
0,0,"WI","White","$75,000+","Female","65+","high school graduate","October","2013","Kaiser"
0,1,"MO","White",NA,"Male","65+","high school graduate","October","2013","Kaiser"
0,0,"WI","White","$20,000-$40,000","Female","45-64","less than a high school education","October","2013","Kaiser"
0,1,"NE","White","less than $20,000","Female","65+","high school graduate","October","2013","Kaiser"
0,0,"CA",NA,"$40,000-$75,000","Male","65+","postgraduate","October","2013","Kaiser"
0,0,"AR","White","$40,000-$75,000","Male","45-64","less than a high school education","October","2013","Kaiser"
NA,0,"TX","Hispanic","$20,000-$40,000","Male","65+","some college","October","2013","Kaiser"
1,0,"AL","White","less than $20,000","Male","30-44","high school graduate","October","2013","Kaiser"
0,0,"IL","White","$40,000-$75,000","Female","45-64","college graduate","October","2013","Kaiser"
NA,0,"IA","White","$20,000-$40,000","Female","45-64","some college","October","2013","Kaiser"
NA,1,"IL","White","$75,000+","Female","30-44","college graduate","October","2013","Kaiser"
1,0,"MO","White","$75,000+","Male","45-64","postgraduate","October","2013","Kaiser"
0,NA,"CA","White","$20,000-$40,000","Female","45-64","some college","October","2013","Kaiser"
1,0,"OR","White","$40,000-$75,000","Male","45-64","some college","October","2013","Kaiser"
1,0,"CA","White","$40,000-$75,000","Female","65+","some college","October","2013","Kaiser"
1,0,"WA","White","$75,000+","Male","45-64","some college","October","2013","Kaiser"
0,1,"CA","White","$75,000+","Male","45-64","high school graduate","October","2013","Kaiser"
1,0,"WA","White","$75,000+","Female","45-64","postgraduate","October","2013","Kaiser"
1,0,"PA","White","$40,000-$75,000","Female","45-64","some college","October","2013","Kaiser"
0,0,"VA","White","$20,000-$40,000","Female","45-64","high school graduate","October","2013","Kaiser"
0,0,"GA","White","$20,000-$40,000","Female","65+","high school graduate","October","2013","Kaiser"
0,1,"FL","White","less than $20,000","Female","45-64","some college","October","2013","Kaiser"
1,NA,"NY","Hispanic","$20,000-$40,000","Female","45-64","less than a high school education","October","2013","Kaiser"
0,1,"FL","White","$40,000-$75,000","Male","45-64","college graduate","October","2013","Kaiser"
NA,0,"WV","White","$75,000+","Female","45-64","some college","October","2013","Kaiser"
1,0,"DC","Other","$20,000-$40,000","Male","45-64","postgraduate","October","2013","Kaiser"
0,0,"PA","White","$20,000-$40,000","Female","18-29","some college","October","2013","Kaiser"
0,0,"WV","White","$75,000+","Male","45-64","high school graduate","October","2013","Kaiser"
0,0,"NH","White","$75,000+","Female","45-64","postgraduate","October","2013","Kaiser"
NA,0,"GA","White","$20,000-$40,000","Male","65+","high school graduate","October","2013","Kaiser"
NA,1,"MA","White",NA,"Male","65+","some college","October","2013","Kaiser"
0,0,"VA","White","$40,000-$75,000","Female","45-64","postgraduate","October","2013","Kaiser"
0,0,"OH","White","$75,000+","Female","65+","some college","October","2013","Kaiser"
1,0,"FL","White","$75,000+","Female","65+","college graduate","October","2013","Kaiser"
0,1,"PA","White","$75,000+","Female","45-64","postgraduate","October","2013","Kaiser"
1,0,"TX","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
1,0,"FL","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
NA,1,"AL","White","$75,000+","Male","45-64","some college","October","2013","Kaiser"
0,1,"LA","White","$40,000-$75,000","Female","45-64","high school graduate","October","2013","Kaiser"
1,0,"IN",NA,"less than $20,000","Male","45-64","some college","October","2013","Kaiser"
0,0,"CT","White",NA,"Female","45-64","some college","October","2013","Kaiser"
0,0,"TX","Hispanic","$20,000-$40,000","Female","30-44","less than a high school education","October","2013","Kaiser"
0,1,"TX","White","$75,000+","Male","45-64","college graduate","October","2013","Kaiser"
NA,0,"MN","White",NA,"Female","65+","high school graduate","October","2013","Kaiser"
0,0,"TX","White","$40,000-$75,000","Male","65+","college graduate","October","2013","Kaiser"
NA,0,"MI","Other","$75,000+","Male","65+","postgraduate","October","2013","Kaiser"
1,0,"AL","Black","$75,000+","Male","45-64","postgraduate","October","2013","Kaiser"
0,1,"FL","White","$75,000+","Female","65+","some college","October","2013","Kaiser"
0,1,"WV","White","$75,000+","Male","65+","some college","October","2013","Kaiser"
1,1,"AL","White","$40,000-$75,000","Male","65+","postgraduate","October","2013","Kaiser"
1,0,"CA","White",NA,"Male","65+",NA,"October","2013","Kaiser"
1,0,"IN","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
0,NA,"FL","White","$40,000-$75,000","Male","18-29","high school graduate","October","2013","Kaiser"
0,NA,"FL","White","$40,000-$75,000","Female","65+","postgraduate","October","2013","Kaiser"
1,NA,"FL","White","less than $20,000","Male","30-44","some college","October","2013","Kaiser"
1,0,"WY","White","$75,000+","Female","45-64","high school graduate","October","2013","Kaiser"
1,0,"IL","White","$40,000-$75,000","Male","45-64","college graduate","October","2013","Kaiser"
0,0,"FL",NA,"less than $20,000","Male","45-64","some college","October","2013","Kaiser"
1,0,"TX","Other","$75,000+","Male","65+","college graduate","October","2013","Kaiser"
1,0,"UT","White","$40,000-$75,000","Female","65+","high school graduate","October","2013","Kaiser"
0,1,"FL","White","$75,000+","Male","65+","postgraduate","October","2013","Kaiser"
0,0,"TX","White","$75,000+","Male","30-44","postgraduate","October","2013","Kaiser"
0,0,"MO","White",NA,"Male","65+","postgraduate","October","2013","Kaiser"
0,0,"NC","White","$75,000+","Male","30-44","college graduate","October","2013","Kaiser"
0,0,"AL","White",NA,"Female","65+","college graduate","October","2013","Kaiser"
0,1,"SD","White","$75,000+","Male","45-64","postgraduate","October","2013","Kaiser"
0,0,"IN","White","$20,000-$40,000","Female","45-64","high school graduate","October","2013","Kaiser"
0,0,"SD","White","$75,000+","Female","30-44","college graduate","October","2013","Kaiser"
1,0,"MD","White","less than $20,000","Male","45-64","some college","October","2013","Kaiser"
0,1,"UT","White",NA,"Female","45-64","some college","October","2013","Kaiser"
1,0,"WA","Black","less than $20,000","Female","45-64","less than a high school education","October","2013","Kaiser"
1,NA,"CA","White",NA,"Female","45-64","some college","October","2013","Kaiser"
0,1,"NV","White",NA,"Male","30-44","postgraduate","October","2013","Kaiser"
0,NA,"CA","White",NA,"Female","65+",NA,"October","2013","Kaiser"
0,0,"CA","White","$75,000+","Female","65+","some college","October","2013","Kaiser"
0,1,"PA","White","$40,000-$75,000","Female","65+","college graduate","October","2013","Kaiser"
0,0,"CA","Hispanic","$40,000-$75,000","Female","45-64","high school graduate","October","2013","Kaiser"
1,0,"NV","Hispanic","$20,000-$40,000","Male","65+","some college","October","2013","Kaiser"
0,0,"NY","White","$20,000-$40,000","Male","65+","some college","October","2013","Kaiser"
1,0,"CA","White","$75,000+","Female","45-64","some college","October","2013","Kaiser"
0,0,"CA","Hispanic","$40,000-$75,000","Female","45-64","some college","October","2013","Kaiser"
0,1,"SD","White","$40,000-$75,000","Female","45-64","some college","October","2013","Kaiser"
NA,1,"CA","White",NA,"Male","65+","some college","October","2013","Kaiser"
1,0,"IN","White","$75,000+","Male","45-64","postgraduate","October","2013","Kaiser"
1,0,"CA","Black","$20,000-$40,000","Female","45-64","some college","October","2013","Kaiser"
NA,NA,"ND","White","less than $20,000","Female","18-29","high school graduate","October","2013","Kaiser"
0,1,"CA",NA,NA,"Male","45-64","postgraduate","October","2013","Kaiser"
1,0,"OK","Hispanic","$20,000-$40,000","Male","18-29","less than a high school education","October","2013","Kaiser"
1,NA,"TX","Hispanic","$75,000+","Male","45-64","some college","October","2013","Kaiser"
1,0,"TX","White","$40,000-$75,000","Female","30-44","college graduate","October","2013","Kaiser"
1,0,"TX","Other","$75,000+","Male","45-64","postgraduate","October","2013","Kaiser"
0,0,"IL","Other","$75,000+","Male","45-64","some college","October","2013","Kaiser"
0,1,"LA","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
1,0,"TX","Hispanic","$20,000-$40,000","Female","65+","less than a high school education","October","2013","Kaiser"
0,0,"MT","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
1,0,"UT","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
0,0,"CO","White",NA,"Male","65+","postgraduate","October","2013","Kaiser"
0,0,"MA","White","$40,000-$75,000","Male","65+","college graduate","October","2013","Kaiser"
0,0,"NC","Black","less than $20,000","Female","18-29","high school graduate","October","2013","Kaiser"
NA,0,"PA","White","$75,000+","Female","45-64","high school graduate","October","2013","Kaiser"
0,1,"MI","White","$75,000+","Female","65+","some college","October","2013","Kaiser"
0,NA,"MA",NA,NA,"Female","65+","college graduate","October","2013","Kaiser"
1,0,"KY","White","$75,000+","Female","65+","college graduate","October","2013","Kaiser"
1,0,"PA","White","$40,000-$75,000","Female","65+","some college","October","2013","Kaiser"
0,0,"NJ","White","$40,000-$75,000","Male","65+","high school graduate","October","2013","Kaiser"
0,0,"NY","White","$40,000-$75,000","Female","30-44","college graduate","October","2013","Kaiser"
1,0,"MI","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
NA,1,"NC","White","$20,000-$40,000","Female","45-64","less than a high school education","October","2013","Kaiser"
NA,0,"OH","Black","less than $20,000","Female","45-64","less than a high school education","October","2013","Kaiser"
1,0,"MI","White","$20,000-$40,000","Female","65+","high school graduate","October","2013","Kaiser"
1,0,"GA","Black","less than $20,000","Female","45-64","less than a high school education","October","2013","Kaiser"
NA,NA,"WV","White","less than $20,000","Female","18-29","less than a high school education","October","2013","Kaiser"
1,NA,"NY",NA,NA,"Female","30-44","some college","October","2013","Kaiser"
0,0,"TN","White","less than $20,000","Male","65+","high school graduate","October","2013","Kaiser"
1,0,"WV","White","less than $20,000","Male","45-64","high school graduate","October","2013","Kaiser"
0,1,"SC","White","$75,000+","Male","45-64","postgraduate","October","2013","Kaiser"
1,NA,"SC","Other",NA,"Male","65+",NA,"October","2013","Kaiser"
1,1,"DE","White","$75,000+","Female","45-64","high school graduate","October","2013","Kaiser"
1,1,"NJ","Black","$75,000+","Female","18-29","college graduate","October","2013","Kaiser"
1,0,"WV","White","$20,000-$40,000","Male","45-64","high school graduate","October","2013","Kaiser"
0,1,"GA","White","$75,000+","Male","45-64","college graduate","October","2013","Kaiser"
0,1,"OH","White","$20,000-$40,000","Male","45-64","high school graduate","October","2013","Kaiser"
1,0,"MI","White","$75,000+","Male","45-64","college graduate","October","2013","Kaiser"
1,0,"IN","White","$40,000-$75,000","Male","65+","college graduate","October","2013","Kaiser"
0,0,"NJ","White","$40,000-$75,000","Male","45-64","postgraduate","October","2013","Kaiser"
1,0,"NY","White","$40,000-$75,000","Male","45-64","some college","October","2013","Kaiser"
1,0,"ME","White","less than $20,000","Male","65+","college graduate","October","2013","Kaiser"
1,0,"MA","White","$75,000+","Female","45-64","college graduate","October","2013","Kaiser"
NA,0,"PA","White","$75,000+","Male","45-64","high school graduate","October","2013","Kaiser"
0,1,"PA","White","$40,000-$75,000","Female","65+","college graduate","October","2013","Kaiser"
